ID	GENE	GENE_SIZE	GC_CONTENT	
ENSG00000232882	PHKA1P1	620	49.11	1
ENSG00000232883		932	51.34	1
ENSG00000232884		7101	36.13	1
ENSG00000232885	GPC5-AS2	809	31.23	1
ENSG00000232886		10816	35.13	1
ENSG00000232887		288	49.13	1
ENSG00000232888	RPS11P5	483	54.96	1
ENSG00000232889		177	41.57	1
ENSG00000232891		5016	41.78	1
ENSG00000232892		51348	38.52	1
ENSG00000232893	IQCA1-AS1	1314	43.65	1
ENSG00000232894	MRPS31P2	17717	42.85	1
ENSG00000232895		55851	44.34	1
ENSG00000232896		5744	41.91	1
ENSG00000232897		1044	48.13	1
ENSG00000232899	CDY9P	1579	40.89	1
ENSG00000232900		33939	39.11	1
ENSG00000232901	CYCSP10	293	45.92	1
ENSG00000232902		13046	47.65	1
ENSG00000232903	LINC01166	21322	51.9	1
ENSG00000232905		945	50.32	1
ENSG00000232906		1242	33.95	1
ENSG00000232907	DLGAP4-AS1	65689	49.61	1
ENSG00000232908	HSD17B7P1	1016	44.74	1
ENSG00000232909		3080	50.99	1
ENSG00000232910	RAB9AP1	572	41.01	1
ENSG00000232912		10193	45	1
ENSG00000232913	PLCE1-AS2	26864	42.1	1
ENSG00000232914	TRAPPC2P4	2732	36.99	1
ENSG00000232915		1252	43.97	1
ENSG00000232916	HMGN2P27	269	50.74	1
ENSG00000232917	HSPE1P6	290	40.89	1
ENSG00000232918		487	41.39	1
ENSG00000232920	LINC01400	2261	39.04	1
ENSG00000232922	MTND6P24	517	38.22	1
ENSG00000232924	TCEB1P4	332	37.54	1
ENSG00000232925	MRPS16P2	407	52.21	1
ENSG00000232926		681	57.62	1
ENSG00000232927	USP12PY	1063	38.25	1
ENSG00000232928	DDX3P1	10911	45.92	1
ENSG00000232930		25820	45.57	1
ENSG00000232931	LINC00342	9097	39.66	1
ENSG00000232934		29776	42.18	1
ENSG00000232935		12974	48.79	1
ENSG00000232936		5385	43.54	1
ENSG00000232937		680	47.87	1
ENSG00000232938	RPL23AP87	13907	41.75	1
ENSG00000232939		11683	42.52	1
ENSG00000232940	HCG25	5455	45.42	1
ENSG00000232943		399	43.5	1
ENSG00000232944		511	45.12	1
ENSG00000232945	OR2J2	1271	42.14	1
ENSG00000232946		330	45.32	1
ENSG00000232947		4853	43.45	1
ENSG00000232948	DEFB130	7354	36.36	1
ENSG00000232949		1917	43.33	1
ENSG00000232950	ZNF519P1	1935	36.47	1
ENSG00000232951	IPO7P1	635	40.09	1
ENSG00000232952		1778	42.27	1
ENSG00000232953	HSPA8P18	3041	44.28	1
ENSG00000232954	LINC00374	21420	32.31	1
ENSG00000232956	SNHG15	3938	50.27	1
ENSG00000232957	HLA-DOA	5433	52.47	1
ENSG00000232958		302	38.28	1
ENSG00000232959		606	29.32	1
ENSG00000232960	CSNK2B	5107	52.7	1
ENSG00000232962	HLA-DOA	5434	52.49	1
ENSG00000232963	HMGN2P20	272	50.18	1
ENSG00000232964		2923	40.53	1
ENSG00000232965	RPS12P18	269	46.67	1
ENSG00000232968	EIF4EP4	577	35.99	1
ENSG00000232969		1094	49.68	1
ENSG00000232970	POLHP1	469	44.89	1
ENSG00000232971		469	43.62	1
ENSG00000232973	CYP1B1-AS1	158204	42.28	1
ENSG00000232974	RPS17P1	405	50.25	1
ENSG00000232975	MTCO1P57	513	44.94	1
ENSG00000232976	TRIM60P10Y	1069	38.6	1
ENSG00000232977	LINC00327	20893	38.06	1
ENSG00000232978		1239	39.84	1
ENSG00000232979		138	55.4	1
ENSG00000232981	MTCO1P51	1059	44.15	1
ENSG00000232982	MTCO1P45	266	44.57	1
ENSG00000232983		472	57.93	1
ENSG00000232984	OR2H1	7147	41.35	1
ENSG00000232985		1290	49.34	1
ENSG00000232986		2492	41.12	1
ENSG00000232987	LINC01219	2373	62.47	1
ENSG00000232988	HLA-T	1131	51.94	1
ENSG00000232989		101	48.04	1
ENSG00000232990	MTATP6P7	680	39.21	1
ENSG00000232991	GACAT1	68017	38.97	1
ENSG00000232992	AHCYP4	1314	56.2	1
ENSG00000232993		15564	55.97	1
ENSG00000232994	RPL7P14	791	45.58	1
ENSG00000232995		77389	37.85	1
ENSG00000232997	ZNF90P2	1074	38.7	1
ENSG00000232998	VPS13A-AS1	1238	65.29	1
ENSG00000232999		1500	43.37	1
ENSG00000233002		14169	53.59	1
ENSG00000233003	CICP26	2803	61.06	1
ENSG00000233005		749784	38.68	1
ENSG00000233006		58631	43.62	1
ENSG00000233007	UBTFL11	2251	47.29	1
ENSG00000233008		285247	39.08	1
ENSG00000233009	NALCN-AS1	350961	41.35	1
ENSG00000233010	RPEP4	601	47.34	1
ENSG00000233011	SLC9A3P1	1684	53.53	1
ENSG00000233012	HDAC1P2	2316	46.87	1
ENSG00000233013	FAM157B	36807	44	1
ENSG00000233014	TBC1D3P7	6118	61.1	1
ENSG00000233015	SLC25A6P1	774	55.1	1
ENSG00000233016	SNHG7	6818	58.94	1
ENSG00000233017		19794	57.41	1
ENSG00000233018		225	54.42	1
ENSG00000233019	OR2P1P	775	44.85	1
ENSG00000233020		966	40.02	1
ENSG00000233021		3609	42.35	1
ENSG00000233023	IFITM4P	420	55.11	1
ENSG00000233024		21245	48.8	1
ENSG00000233025	CRYZP1	946	39.6	1
ENSG00000233026	MTCO1P5	343	35.47	1
ENSG00000233028		778	52.76	1
ENSG00000233029		7366	43.86	1
ENSG00000233030		7361	43.96	1
ENSG00000233031		248	44.58	1
ENSG00000233033	CASK-AS1	2300	45.85	1
ENSG00000233035	HCG15	1281	49.3	1
ENSG00000233036	KRTAP8-2P	185	50.54	1
ENSG00000233037		500	43.91	1
ENSG00000233038		11563	58.22	1
ENSG00000233039	MTND5P30	1730	37.2	1
ENSG00000233040	FAM204BP	700	40.51	1
ENSG00000233041	PHGR1	5401	53	1
ENSG00000233043	HCG24	2984	42.95	1
ENSG00000233044		11979	40.68	1
ENSG00000233045		636	51.02	1
ENSG00000233046	OR5V1	76596	36.66	1
ENSG00000233047		100653	34.52	1
ENSG00000233048		87317	39.93	1
ENSG00000233049	DHX16	19947	50.01	1
ENSG00000233050		7358	36.32	1
ENSG00000233051	MICA	16459	50.1	1
ENSG00000233052		636	54.16	1
ENSG00000233053	HLA-Z	74	53.33	1
ENSG00000233054	OR2B3	1006	43	1
ENSG00000233055		242	43.21	1
ENSG00000233056	ERVH48-1	8843	50.59	1
ENSG00000233057	EEF1A1P14	1375	46.58	1
ENSG00000233058	LINC00884	30825	45.2	1
ENSG00000233060		6379	46.88	1
ENSG00000233061	TTLL7-IT1	5182	37.82	1
ENSG00000233063	SAR1AP4	590	40.27	1
ENSG00000233064		18714	42.69	1
ENSG00000233067	PTCHD1-AS	1033349	37.66	1
ENSG00000233068		1166	46.87	1
ENSG00000233069		1072	52.47	1
ENSG00000233070	ZFY-AS1	35782	37.66	1
ENSG00000233071	RPSAP59	889	47.87	1
ENSG00000233072	RPS15AP6	384	41.3	1
ENSG00000233073		2444	40.33	1
ENSG00000233076	DDAH2	3579	59.92	1
ENSG00000233077	LINC01271	10631	49.45	1
ENSG00000233078		511	54.69	1
ENSG00000233079		5032	36.6	1
ENSG00000233080	LINC01399	111232	45.97	1
ENSG00000233081		906	41.12	1
ENSG00000233082		1914	59.11	1
ENSG00000233083	FTH1P6	335	55.06	1
ENSG00000233084	RPL23AP25	462	50.32	1
ENSG00000233085		2682	49.24	1
ENSG00000233086		26538	38.21	1
ENSG00000233087		3031	42.55	1
ENSG00000233089	PSMB8-AS1	2409	52.24	1
ENSG00000233090		183	42.39	1
ENSG00000233091	RPL7P4	729	41.23	1
ENSG00000233093	LINC00892	2886	48.39	1
ENSG00000233095	HLA-G	4172	56.27	1
ENSG00000233096		1037	49.61	1
ENSG00000233098	CCDC144NL-AS1	133843	43.23	1
ENSG00000233099		3539	38.19	1
ENSG00000233101	HOXB-AS3	56784	52.62	1
ENSG00000233103		6953	42.55	1
ENSG00000233105		363	50	1
ENSG00000233106	RPL12P3	395	48.99	1
ENSG00000233107	SUCLA2P2	1308	38.04	1
ENSG00000233108		11720	43.49	1
ENSG00000233109		464	40.43	1
ENSG00000233110		6094	40.9	1
ENSG00000233111	RAB1C	605	56.11	1
ENSG00000233113	RPL7AP7	796	49.69	1
ENSG00000233114		225	42.48	1
ENSG00000233115	FAM90A11P	5229	55.07	1
ENSG00000233117	LINC00702	42771	39.08	1
ENSG00000233118	UBE2V1P8	264	38.11	1
ENSG00000233119		4697	37.1	1
ENSG00000233120	USP9YP15	1168	33.53	1
ENSG00000233121	VN1R20P	965	47.41	1
ENSG00000233122	CTAGE7P	2435	42.41	1
ENSG00000233123	LINC01007	6227	48.99	1
ENSG00000233124	LINC00456	7153	41.08	1
ENSG00000233125	ACTBP12	417	55.5	1
ENSG00000233126	ZNF736P3Y	1948	36.63	1
ENSG00000233128		20965	34.27	1
ENSG00000233129		765	29.9	1
ENSG00000233131		392	41.98	1
ENSG00000233132	FAM90A3P	3010	58.75	1
ENSG00000233133		175	68.18	1
ENSG00000233134	MTND3P17	343	43.6	1
ENSG00000233135	RPS27P18	246	38.46	1
ENSG00000233136	USP17L11	1951	51.79	1
ENSG00000233138		5316	39.1	1
ENSG00000233139		2073	45.66	1
ENSG00000233140	PSMB8-AS1	2409	52.24	1
ENSG00000233141	MAS1L	1136	49.78	1
ENSG00000233143	DIRC3-AS1	53381	40.4	1
ENSG00000233144		2063	41.86	1
ENSG00000233145		769	43.12	1
ENSG00000233146	BPIFB5P	13100	51.93	1
ENSG00000233148	SYF2P2	582	38.94	1
ENSG00000233149	GTF2H4	5922	51.16	1
ENSG00000233151	CYP21A2	3372	61.76	1
ENSG00000233153	UBE2E2-AS1	7508	41.12	1
ENSG00000233154		55118	43.06	1
ENSG00000233155	HMGA1P8	320	59.5	1
ENSG00000233156	HSFY8P	802	31.76	1
ENSG00000233157		711	38.2	1
ENSG00000233158	RPS24P6	399	43.25	1
ENSG00000233159		355	44.38	1
ENSG00000233160	HNRNPA1P2	959	46.04	1
ENSG00000233161	DHFRP2	546	40.95	1
ENSG00000233162	MORF4L1P6	267	39.18	1
ENSG00000233163	RPS12P17	376	46.42	1
ENSG00000233164	C6orf136	6065	52.54	1
ENSG00000233167	EEF1A1P26	1362	43.14	1
ENSG00000233168	OR2U1P	1376	43.86	1
ENSG00000233169	C6orf47-AS1	2393	56.56	1
ENSG00000233170		666	49.33	1
ENSG00000233173	VN1R34P	882	44.39	1
ENSG00000233175		3706	55.95	1
ENSG00000233176	OR7E157P	910	49.62	1
ENSG00000233178		12619	39.82	1
ENSG00000233179		2327	55.54	1
ENSG00000233180	OR2B3	1006	43	1
ENSG00000233182	OR2H4P	943	44.7	1
ENSG00000233183		34308	52.14	1
ENSG00000233184		61390	37.11	1
ENSG00000233186	KLF4P1	1184	60.08	1
ENSG00000233189	RPL12P29	456	48.14	1
ENSG00000233190	RPS24P13	396	40.81	1
ENSG00000233191		3547	54.99	1
ENSG00000233192	HLA-DQA2	5831	43.04	1
ENSG00000233193		2155	41.33	1
ENSG00000233194	RPL32P1	409	47.32	1
ENSG00000233196		676	37.22	1
ENSG00000233197	TMEM256P1	339	57.65	1
ENSG00000233198	RNF224	2367	65.92	1
ENSG00000233200		10704	42.02	1
ENSG00000233203		1287	47.36	1
ENSG00000233204	MAPRE1P3	795	42.59	1
ENSG00000233205		426	62.53	1
ENSG00000233206	RPS3AP1	319	41.25	1
ENSG00000233208	LINC00642	3675	47.88	1
ENSG00000233209	HLA-DQB1	9941	46	1
ENSG00000233210	GPANK1	5055	54	1
ENSG00000233211	GRPEL2P1	338	51.03	1
ENSG00000233213	KCNJ6-AS1	2467	48.1	1
ENSG00000233214		590	53.64	1
ENSG00000233215		89515	35.1	1
ENSG00000233216		321	52.17	1
ENSG00000233217	MROH3P	49208	45.63	1
ENSG00000233219		5730	42.92	1
ENSG00000233220	LINC00167	1418	54.19	1
ENSG00000233221		6016	56.14	1
ENSG00000233222		1193	45.64	1
ENSG00000233223		2108	61.02	1
ENSG00000233225		1147	56.1	1
ENSG00000233228	LPCAT2BP	1533	45.57	1
ENSG00000233229	CNOT7P1	851	40.26	1
ENSG00000233230		2132	56.26	1
ENSG00000233231	HNRNPA1P49	903	48.89	1
ENSG00000233232	NPIPB7	14803	46.35	1
ENSG00000233234		842	51.84	1
ENSG00000233235		10358	41.39	1
ENSG00000233236		2068	37.75	1
ENSG00000233237	LINC00472	76425	37.07	1
ENSG00000233238	DEFA9P	872	49.03	1
ENSG00000233239	HLA-U	185	62.37	1
ENSG00000233240		19146	43.36	1
ENSG00000233241	DDX39BP1	366	49.86	1
ENSG00000233242		2942	42.88	1
ENSG00000233243		456	60.18	1
ENSG00000233246		12893	45.95	1
ENSG00000233247		546	43.33	1
ENSG00000233248	MTND6P9	518	40.66	1
ENSG00000233250		310	45.34	1
ENSG00000233251		12236	47.28	1
ENSG00000233252	CRIP1P1	184	55.68	1
ENSG00000233254	RPL21P134	482	41.82	1
ENSG00000233255		8585	42.43	1
ENSG00000233256		7931	48.94	1
ENSG00000233258		1268	49.09	1
ENSG00000233259	FABP3P2	398	45.86	1
ENSG00000233260	RPSAP63	887	51.24	1
ENSG00000233261	LINC00264	4465	43.55	1
ENSG00000233262		11912	42.91	1
ENSG00000233263		999	43.2	1
ENSG00000233264		1916	38.76	1
ENSG00000233265	MICF	128	57.36	1
ENSG00000233266	HMGB1P31	426	41.45	1
ENSG00000233268		1798	50.42	1
ENSG00000233270	SNRPEP4	278	43.01	1
ENSG00000233271		11324	52.61	1
ENSG00000233272	PNPT1P2	2763	35.96	1
ENSG00000233273	AMMECR1LP1	840	47.92	1
ENSG00000233275		354	45.07	1
ENSG00000233276	GPX1	1424	63.79	1
ENSG00000233277		748	46.86	1
ENSG00000233278	RPS26P2	347	52.87	1
ENSG00000233285	MTCYBP10	649	40.92	1
ENSG00000233286	MTND3P10	340	38.71	1
ENSG00000233287		405	47.29	1
ENSG00000233288		3900	41.43	1
ENSG00000233290		45913	38.39	1
ENSG00000233291	RPL7AP61	635	44.65	1
ENSG00000233292		414	40.24	1
ENSG00000233293		12795	55.31	1
ENSG00000233295	FAM90A20P	3010	57.72	1
ENSG00000233296		20185	43.48	1
ENSG00000233297	RASA4DP	8633	57.96	1
ENSG00000233298	IFITM4P	419	55.48	1
ENSG00000233299	HIGD1AP4	279	42.14	1
ENSG00000233300	EIF4A1P1	933	46.9	1
ENSG00000233301	OR4C14P	922	44.2	1
ENSG00000233303	XXYLT1-AS1	1469	57.07	1
ENSG00000233304	LINC01346	14697	51.5	1
ENSG00000233306	TRGV2	654	48.4	1
ENSG00000233307		405	48.77	1
ENSG00000233308	OSTN-AS1	21314	37	1
ENSG00000233309	RPS6P12	725	43.39	1
ENSG00000233311	MTCO1P54	711	45.79	1
ENSG00000233312	C4B_2	20657	52.28	1
ENSG00000233313	HMGA1P5	270	63.47	1
ENSG00000233314	PPP1R11	3624	49.13	1
ENSG00000233315		2954	50.56	1
ENSG00000233316	DSCR10	2488	53.48	1
ENSG00000233317	MTCO3P1	831	39.42	1
ENSG00000233318	RPL31P45	355	45.79	1
ENSG00000233319	PPIAP32	471	50.42	1
ENSG00000233321		15944	40.01	1
ENSG00000233323	TNXB	76466	54.36	1
ENSG00000233324	EEF1A1P34	1266	47.51	1
ENSG00000233325	MIPEPP3	8234	39.33	1
ENSG00000233327	USP32P2	14668	42.09	1
ENSG00000233328	PFN1P1	422	56.03	1
ENSG00000233329		294	47.46	1
ENSG00000233330		908	47.96	1
ENSG00000233332		2482	55.58	1
ENSG00000233333	RNFT1P2	756	34.21	1
ENSG00000233334	FAM53B-AS1	10592	51.67	1
ENSG00000233335		317	49.37	1
ENSG00000233336		479	47.29	1
ENSG00000233337	UBE2FP3	523	37.79	1
ENSG00000233338	TLR8-AS1	5516	43.3	1
ENSG00000233339		4255	42.69	1
ENSG00000233340		6007	38.6	1
ENSG00000233342		793	54.03	1
ENSG00000233343	ATP6V1G1P4	334	51.64	1
ENSG00000233345	MSH5	6552	51.49	1
ENSG00000233347	ERP29P1	705	55.1	1
ENSG00000233348	BAG6	13679	52.42	1
ENSG00000233349	LINC00333	872	33.1	1
ENSG00000233350	TRIM26BP	3562	41.45	1
ENSG00000233351		1795	33.69	1
ENSG00000233352		374	54.67	1
ENSG00000233353	RPS7P9	585	43.69	1
ENSG00000233354	LINC00028	1796	49.08	1
ENSG00000233355	CHRM3-AS2	27084	36.89	1
ENSG00000233357	RPL30P15	320	39.88	1
ENSG00000233358		287385	37.06	1
ENSG00000233359		189891	34.31	1
ENSG00000233360		16545	55.25	1
ENSG00000233363		3842	48.14	1
ENSG00000233365		19978	43.82	1
ENSG00000233366	ZNF90P2	1074	38.6	1
ENSG00000233367		34413	39.63	1
ENSG00000233369	GTF2IP4	52345	46.79	1
ENSG00000233370		1125	49.56	1
ENSG00000233372		1344	53.46	1
ENSG00000233376		1913	54.34	1
ENSG00000233377	MTND4P20	868	37.86	1
ENSG00000233378	USP9YP34	8911	33.61	1
ENSG00000233379		5712	35.34	1
ENSG00000233380	RPS2P48	881	60.88	1
ENSG00000233381	AK4P3	668	50.37	1
ENSG00000233382	NKAPP1	124314	42.11	1
ENSG00000233383		213	63.55	1
ENSG00000233384		4816	46.32	1
ENSG00000233385	MTCO3P8	754	40.4	1
ENSG00000233387		20415	41.15	1
ENSG00000233388		1725	39.75	1
ENSG00000233392		12834	62.94	1
ENSG00000233393		4809	42.04	1
ENSG00000233395	LINC00841	5463	51.35	1
ENSG00000233396		9382	44.84	1
ENSG00000233397		1425	39.83	1
ENSG00000233399		23660	42.71	1
ENSG00000233401	PRKAR1AP1	1161	43.98	1
ENSG00000233402	TARDBPP1	1202	43.89	1
ENSG00000233403		15205	36.74	1
ENSG00000233405	LINC01046	636	49.76	1
ENSG00000233406		869	60.92	1
ENSG00000233407		17043	42.98	1
ENSG00000233408		3117	37.01	1
ENSG00000233409	FANK1-AS1	938	45.26	1
ENSG00000233410	LINC01222	14997	33.93	1
ENSG00000233411		1278	47.93	1
ENSG00000233412	OR5H15	29438	39.25	1
ENSG00000233415		12304	32.65	1
ENSG00000233416		374	46.13	1
ENSG00000233417		1980	35.13	1
ENSG00000233418	DHX16	19949	50.02	1
ENSG00000233419		401	56.72	1
ENSG00000233420		46094	35.12	1
ENSG00000233421		2286	59.2	1
ENSG00000233423		5971	43.34	1
ENSG00000233424		6739	34.9	1
ENSG00000233425	KRT18P67	1263	56.09	1
ENSG00000233426	EIF3FP3	1085	56.08	1
ENSG00000233427		6853	49.15	1
ENSG00000233428		491	46.54	1
ENSG00000233429	HOTAIRM1	4618	53.93	1
ENSG00000233430		14478	43.44	1
ENSG00000233431		4715	58.59	1
ENSG00000233432		1547	39.15	1
ENSG00000233433		1599	44.81	1
ENSG00000233435	AGGF1P2	2105	42.12	1
ENSG00000233436	BTBD18	8267	45.75	1
ENSG00000233437		6761	49.93	1
ENSG00000233438		29758	45.07	1
ENSG00000233439	PSORS1C1	25254	52.35	1
ENSG00000233440	HMGA1P6	390	57.54	1
ENSG00000233441	CYP2AB1P	15036	50.99	1
ENSG00000233442	PPP6R2P1	7746	62.17	1
ENSG00000233444		251	44.05	1
ENSG00000233445	RPL17P11	543	42.28	1
ENSG00000233446		1234	37.98	1
ENSG00000233447		294	44.75	1
ENSG00000233448	PMS2P9	3832	37.99	1
ENSG00000233449	MTATP6P14	672	37.44	1
ENSG00000233450	KIFC1	18391	47.72	1
ENSG00000233451		51895	36.86	1
ENSG00000233452	STXBP5-AS1	362713	38.25	1
ENSG00000233454		2631	46.35	1
ENSG00000233455		856	47.26	1
ENSG00000233456	LINC01077	2678	43.82	1
ENSG00000233457		661	59.82	1
ENSG00000233459		1439	47.85	1
ENSG00000233460	RPL35AP31	336	47.48	1
ENSG00000233461		6168	41.53	1
ENSG00000233462	RPL7AP7	796	49.69	1
ENSG00000233464	NANOGP11	1054	34.12	1
ENSG00000233465	RPL7AP7	796	49.81	1
ENSG00000233466	MICC	4605	56.32	1
ENSG00000233467		864	53.41	1
ENSG00000233469	ST6GALNAC4P1	498	63.53	1
ENSG00000233470		7069	38.39	1
ENSG00000233471	KRT18P62	1286	53.46	1
ENSG00000233472		49827	38.28	1
ENSG00000233473	RAD1P2	662	35.75	1
ENSG00000233476	EEF1A1P6	1383	48.27	1
ENSG00000233477		482	44.31	1
ENSG00000233478		14567	51.32	1
ENSG00000233479		4025	51.34	1
ENSG00000233480		6476	35.19	1
ENSG00000233481	OR12D2	1068	45.65	1
ENSG00000233482		508	40.86	1
ENSG00000233483		3650	63.33	1
ENSG00000233484		126	46.46	1
ENSG00000233485		17196	48.02	1
ENSG00000233486	USP8P1	3171	39.63	1
ENSG00000233487	RPSAP69	3668	43.55	1
ENSG00000233489	PAXBP1P1	446	33.33	1
ENSG00000233490	GPSM3	4757	52.73	1
ENSG00000233491		202202	34.43	1
ENSG00000233492		542	45.12	1
ENSG00000233493	TMEM238	5353	57.75	1
ENSG00000233494		137	52.9	1
ENSG00000233496	SYNJ2-IT1	1276	52.39	1
ENSG00000233497	HNRNPA1P60	950	45.64	1
ENSG00000233498	PPP1R2P1	676	45.35	1
ENSG00000233499	OR5B1P	927	43.97	1
ENSG00000233502		2320	46.75	1
ENSG00000233503	HNRNPLP1	1500	54.1	1
ENSG00000233504	POLR2LP1	186	63.64	1
ENSG00000233505	KRT18P1	1330	58.15	1
ENSG00000233506	OR2N1P	936	44.93	1
ENSG00000233508		12498	49.23	1
ENSG00000233509	ZNF197-AS1	7669	42.54	1
ENSG00000233511		186	48.66	1
ENSG00000233514		359	44.44	1
ENSG00000233515	LINC01518	17526	41.67	1
ENSG00000233516		3966	46.13	1
ENSG00000233517		1871	42.52	1
ENSG00000233518	RPL7P35	739	41.35	1
ENSG00000233519		452	48.79	1
ENSG00000233521		3378	45.37	1
ENSG00000233522	FAM224A	26957	51.88	1
ENSG00000233523	PHBP5	767	55.6	1
ENSG00000233524	RANP8	1022	45.65	1
ENSG00000233526	RFC5P1	1195	42.22	1
ENSG00000233527	ZNF529-AS1	21638	42.2	1
ENSG00000233528	LINC00430	27522	34.52	1
ENSG00000233529	HCG21	8883	46.5	1
ENSG00000233531	DEFA10P	972	45.43	1
ENSG00000233532	LINC00460	1654	44.65	1
ENSG00000233533	MKNK2P1	627	53.98	1
ENSG00000233534		863	35.07	1
ENSG00000233535		8511	43.8	1
ENSG00000233536		2795	46.1	1
ENSG00000233537	TEDDM2P	785	47.96	1
ENSG00000233538		958	49.95	1
ENSG00000233539		86066	38.39	1
ENSG00000233540	DNM3-IT1	500	42.51	1
ENSG00000233541	RPL31P47	240	47.3	1
ENSG00000233542		2317	51.68	1
ENSG00000233543	CHTF8P1	1540	57.5	1
ENSG00000233544	EIF3KP2	625	48.56	1
ENSG00000233545	CYCSP33	326	42.81	1
ENSG00000233546	PRYP5	265	53.38	1
ENSG00000233547		1229	63.09	1
ENSG00000233548	CYCSP44	312	44.73	1
ENSG00000233549	CYCSP35	303	46.05	1
ENSG00000233550	MTCYBP8	650	41.63	1
ENSG00000233551	LSM1P1	272	44.69	1
ENSG00000233553		5524	54.39	1
ENSG00000233554	B4GALT1-AS1	13008	46.11	1
ENSG00000233555		580	49.05	1
ENSG00000233557	NFU1P2	468	37.53	1
ENSG00000233558		622	55.38	1
ENSG00000233559		74929	43.61	1
ENSG00000233560	KRT8P39	1432	55.13	1
ENSG00000233561	DHX16	19948	50.02	1
ENSG00000233562		683	43.57	1
ENSG00000233563	OR52E7P	932	43.62	1
ENSG00000233564	PRR3	6837	44.95	1
ENSG00000233565		467	55.13	1
ENSG00000233566	LINC01556	660	47.96	1
ENSG00000233569		8421	39.69	1
ENSG00000233570	LINC00690	5053	37.4	1
ENSG00000233571		208812	36.4	1
ENSG00000233573	TRIM31	10202	47.13	1
ENSG00000233574		10109	43.46	1
ENSG00000233575		323	36.42	1
ENSG00000233576		7440	50.99	1
ENSG00000233577		3145	46.57	1
ENSG00000233578	EIF4EP1	641	40.03	1
ENSG00000233579	KRT8P15	1450	55.69	1
ENSG00000233581		18412	42.02	1
ENSG00000233583		2070	41.24	1
ENSG00000233584	HLA-DPB2	16348	46.13	1
ENSG00000233585		977	44.68	1
ENSG00000233586		512	65.11	1
ENSG00000233587		1809	37.46	1
ENSG00000233588	CYP51A1P2	1635	43.28	1
ENSG00000233589		4410	35.41	1
ENSG00000233590		9128	44.67	1
ENSG00000233592	MICG	131	62.12	1
ENSG00000233593		68674	41.8	1
ENSG00000233594	BTF3P5	466	44.75	1
ENSG00000233595	MTND2P29	411	36.65	1
ENSG00000233597		575	52.26	1
ENSG00000233599	TRIM15	9490	47.12	1
ENSG00000233601	NCOR1P3	10310	38.6	1
ENSG00000233602	ERI3-IT1	865	50.46	1
ENSG00000233603	JTBP1	246	48.58	1
ENSG00000233604	DHFRP2	546	40.95	1
ENSG00000233605		2077	32.87	1
ENSG00000233606	OR6C66P	929	37.2	1
ENSG00000233607	LINC01392	169818	36.13	1
ENSG00000233608	TWIST2	62511	50.48	1
ENSG00000233609	RPL10P19	17825	43.03	1
ENSG00000233610	LINC00462	1114	46.01	1
ENSG00000233611		127480	46.34	1
ENSG00000233613	DCUN1D2-AS	7234	49.99	1
ENSG00000233614	DDX11L10	2535	57.65	1
ENSG00000233615	HNRNPA1P42	956	45.87	1
ENSG00000233616		1936	43.21	1
ENSG00000233617	HCG4P11	990	63.77	1
ENSG00000233618	OR2J3	935	45.62	1
ENSG00000233619		378	61.21	1
ENSG00000233620		14452	35.42	1
ENSG00000233621	LINC01137	19532	46.75	1
ENSG00000233622	CYP2T1P	2865	59.21	1
ENSG00000233623	PGAM1P11	977	54.6	1
ENSG00000233625		797	53.51	1
ENSG00000233626		385	45.34	1
ENSG00000233627	C4A-AS1	3545	57.76	1
ENSG00000233632		198	46.73	1
ENSG00000233633		19941	44.31	1
ENSG00000233634	GOT2P5	545	44.69	1
ENSG00000233635		145123	37.25	1
ENSG00000233636	OR2J3	935	45.62	1
ENSG00000233639	LINC01158	45611	42.34	1
ENSG00000233640	KRTAP13-5P	498	52.71	1
ENSG00000233641	C6orf136	6062	52.58	1
ENSG00000233642	GPR158-AS1	18204	41.15	1
ENSG00000233643		39501	41.17	1
ENSG00000233644	ARHGEF7-IT1	21612	43.09	1
ENSG00000233645		2339	47.39	1
ENSG00000233646	OR52T1P	938	42.28	1
ENSG00000233647	NENFP1	465	50.43	1
ENSG00000233648		143	42.36	1
ENSG00000233649		293	60.2	1
ENSG00000233650	OR2AD1P	927	40.41	1
ENSG00000233651		6833	34.87	1
ENSG00000233652	CICP1	2819	59.65	1
ENSG00000233653	CICP7	2805	61.69	1
ENSG00000233654		33247	39.04	1
ENSG00000233655	IGHD4-4	15	37.5	1
ENSG00000233656		63889	40.4	1
ENSG00000233659	NDUFA5P4	384	39.22	1
ENSG00000233661	SPIN4-AS1	2532	45.83	1
ENSG00000233662	CALM2P4	425	41.55	1
ENSG00000233663		1031	45.83	1
ENSG00000233664	NDUFS5P3	320	44.86	1
ENSG00000233665		16492	48.88	1
ENSG00000233668		644	48.99	1
ENSG00000233670	PIRT	15970	48.06	1
ENSG00000233671		1375	43.46	1
ENSG00000233672	RNASEH2B-AS1	48592	38.35	1
ENSG00000233673	ANAPC1P1	60868	40.86	1
ENSG00000233674		270	44.65	1
ENSG00000233676	FDPSP6	511	51.95	1
ENSG00000233677	DDX39BP1	366	50.14	1
ENSG00000233680	HNRNPA1P27	954	47.23	1
ENSG00000233681	CEACAMP1	12822	43.9	1
ENSG00000233682		4108	55.37	1
ENSG00000233683		212	47.89	1
ENSG00000233684		24206	41.96	1
ENSG00000233685	OR6L1P	909	59.23	1
ENSG00000233686	PIEZO1P1	218	57.08	1
